key,item_id,condition,kind,cell,persona_k,ent_bin,error,finish_reason,raw_text,rating,provider,model_requested,model_version,attempts,in_tok,out_tok,sent_at,persona_sent,system_sha256,user_sha256,rate_headers
10|Asian-Woman#1,10,Asian-Woman#1,persona,Asian-Woman,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,873,2,2026-08-27T12:13:01.148464,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",e9739226ef22c090,49a4261f1f80077e,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '958', 'x-ratelimit-reset-requests': '1h0m28.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '6581', 'x-ratelimit-reset-tokens': '10.642s'}"
10|Asian-Woman#2,10,Asian-Woman#2,persona,Asian-Woman,1,high,,stop,Yes,Yes,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,877,2,2026-08-27T12:13:03.306772,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a member of Generation X or older. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",b3d43d752b466a3e,49a4261f1f80077e,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '957', 'x-ratelimit-reset-requests': '1h1m55.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5990', 'x-ratelimit-reset-tokens': '15.075s'}"
10|White-Man#1,10,White-Man#1,persona,White-Man,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,869,2,2026-08-27T12:13:05.859679,"About you: You are a man. Your race or ethnicity is White. You are a member of Generation Z. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",dfd6497c82a1b2f4,49a4261f1f80077e,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '956', 'x-ratelimit-reset-requests': '1h3m21.6s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5457', 'x-ratelimit-reset-tokens': '19.072s'}"
10|baseline#1,10,baseline#1,baseline,,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,833,2,2026-08-27T12:13:07.989643,"You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",93d8cf6c868d4dd3,49a4261f1f80077e,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '955', 'x-ratelimit-reset-requests': '1h4m48s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4905', 'x-ratelimit-reset-tokens': '23.212s'}"
42|Asian-Woman#1,42,Asian-Woman#1,persona,Asian-Woman,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,866,2,2026-08-27T12:13:10.115238,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",e9739226ef22c090,a231b336a47e31cb,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '954', 'x-ratelimit-reset-requests': '1h6m14.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4325', 'x-ratelimit-reset-tokens': '27.562s'}"
42|Asian-Woman#2,42,Asian-Woman#2,persona,Asian-Woman,1,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,870,2,2026-08-27T12:13:12.281642,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a member of Generation X or older. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",b3d43d752b466a3e,a231b336a47e31cb,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '953', 'x-ratelimit-reset-requests': '1h7m40.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3740', 'x-ratelimit-reset-tokens': '31.95s'}"
42|White-Man#1,42,White-Man#1,persona,White-Man,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,862,2,2026-08-27T12:13:14.432523,"About you: You are a man. Your race or ethnicity is White. You are a member of Generation Z. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",dfd6497c82a1b2f4,a231b336a47e31cb,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '952', 'x-ratelimit-reset-requests': '1h9m7.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3160', 'x-ratelimit-reset-tokens': '36.3s'}"
42|baseline#1,42,baseline#1,baseline,,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,826,2,2026-08-27T12:13:16.612361,"You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",93d8cf6c868d4dd3,a231b336a47e31cb,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '951', 'x-ratelimit-reset-requests': '1h10m33.6s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2620', 'x-ratelimit-reset-tokens': '40.35s'}"
183|Asian-Woman#1,183,Asian-Woman#1,persona,Asian-Woman,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,1191,2,2026-08-27T12:13:18.766407,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",e9739226ef22c090,367ac9ae83f82a63,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '950', 'x-ratelimit-reset-requests': '1h12m0s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '6801', 'x-ratelimit-reset-tokens': '8.992s'}"
183|Asian-Woman#2,183,Asian-Woman#2,persona,Asian-Woman,1,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,1195,2,2026-08-27T12:14:01.363217,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a member of Generation X or older. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",b3d43d752b466a3e,367ac9ae83f82a63,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '949', 'x-ratelimit-reset-requests': '1h13m26.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5933', 'x-ratelimit-reset-tokens': '15.502s'}"
183|White-Man#1,183,White-Man#1,persona,White-Man,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,1187,2,2026-08-27T12:14:03.771952,"About you: You are a man. Your race or ethnicity is White. You are a member of Generation Z. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",dfd6497c82a1b2f4,367ac9ae83f82a63,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '948', 'x-ratelimit-reset-requests': '1h14m52.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5067', 'x-ratelimit-reset-tokens': '21.997s'}"
183|baseline#1,183,baseline#1,baseline,,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,1151,2,2026-08-27T12:14:06.033349,"You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",93d8cf6c868d4dd3,367ac9ae83f82a63,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '947', 'x-ratelimit-reset-requests': '1h16m19.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4213', 'x-ratelimit-reset-tokens': '28.402s'}"
185|Asian-Woman#1,185,Asian-Woman#1,persona,Asian-Woman,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,896,2,2026-08-27T12:14:08.326723,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",e9739226ef22c090,00ea25f81d3f7619,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '946', 'x-ratelimit-reset-requests': '1h17m45.6s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3621', 'x-ratelimit-reset-tokens': '32.842s'}"
185|Asian-Woman#2,185,Asian-Woman#2,persona,Asian-Woman,1,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,900,2,2026-08-27T12:14:10.578561,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a member of Generation X or older. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",b3d43d752b466a3e,00ea25f81d3f7619,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '945', 'x-ratelimit-reset-requests': '1h19m12s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3019', 'x-ratelimit-reset-tokens': '37.357s'}"
185|White-Man#1,185,White-Man#1,persona,White-Man,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,892,2,2026-08-27T12:14:13.033886,"About you: You are a man. Your race or ethnicity is White. You are a member of Generation Z. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",dfd6497c82a1b2f4,00ea25f81d3f7619,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '944', 'x-ratelimit-reset-requests': '1h20m38.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2451', 'x-ratelimit-reset-tokens': '41.617s'}"
185|baseline#1,185,baseline#1,baseline,,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,856,2,2026-08-27T12:14:15.479676,"You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",93d8cf6c868d4dd3,00ea25f81d3f7619,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '943', 'x-ratelimit-reset-requests': '1h22m4.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '7142', 'x-ratelimit-reset-tokens': '6.435s'}"
220|Asian-Woman#1,220,Asian-Woman#1,persona,Asian-Woman,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,979,2,2026-08-27T12:15:01.162143,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",e9739226ef22c090,1abff7e58c447d92,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '942', 'x-ratelimit-reset-requests': '1h23m31.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '6466', 'x-ratelimit-reset-tokens': '11.505s'}"
220|Asian-Woman#2,220,Asian-Woman#2,persona,Asian-Woman,1,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,983,2,2026-08-27T12:15:03.443014,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a member of Generation X or older. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",b3d43d752b466a3e,1abff7e58c447d92,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '941', 'x-ratelimit-reset-requests': '1h24m57.599s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5779', 'x-ratelimit-reset-tokens': '16.657s'}"
220|White-Man#1,220,White-Man#1,persona,White-Man,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,975,2,2026-08-27T12:15:05.926263,"About you: You are a man. Your race or ethnicity is White. You are a member of Generation Z. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",dfd6497c82a1b2f4,1abff7e58c447d92,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '940', 'x-ratelimit-reset-requests': '1h26m24s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5127', 'x-ratelimit-reset-tokens': '21.547s'}"
220|baseline#1,220,baseline#1,baseline,,0,high,,stop,No,No,groq,qwen/qwen3.8-27b,qwen/qwen3.8-27b,1,939,2,2026-08-27T12:15:08.329125,"You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",93d8cf6c868d4dd3,1abff7e58c447d92,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '939', 'x-ratelimit-reset-requests': '1h27m50.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4518', 'x-ratelimit-reset-tokens': '26.115s'}"
